loss,accuracy,val_loss,val_accuracy
0.46991240978240967,0.8562690615653992,0.3330404758453369,0.9262396097183228
0.2987697124481201,0.9305769205093384,0.2724618911743164,0.93340003490448
0.25631654262542725,0.9356585741043091,0.2417570948600769,0.935478925704956
0.22986087203025818,0.9373096823692322,0.21997252106666565,0.9378657341003418
0.21158811450004578,0.9393115043640137,0.20499758422374725,0.9413304328918457
0.19878295063972473,0.9412192702293396,0.19502611458301544,0.9413304328918457
0.18898870050907135,0.9440509080886841,0.18416866660118103,0.9498767852783203
0.17907653748989105,0.9524946212768555,0.1758417934179306,0.953341543674469
0.17161668837070465,0.9536495208740234,0.16964690387248993,0.9537265300750732
0.1660011261701584,0.954958438873291,0.16470472514629364,0.9541884660720825
0.16153584420681,0.9551894068717957,0.1612352430820465,0.9544194936752319
0.15809425711631775,0.9555315971374512,0.15765099227428436,0.9548814296722412
0.15518037974834442,0.9559507966041565,0.1548851579427719,0.955035388469696
0.15279538929462433,0.9559764862060547,0.1530998796224594,0.9540345072746277
0.15073265135288239,0.9562074542045593,0.15193870663642883,0.9552664160728455
0.1490759551525116,0.9559422135353088,0.1504974514245987,0.9561903476715088
0.14757603406906128,0.9565154314041138,0.14857637882232666,0.9558823704719543
0.1462130844593048,0.9563357830047607,0.1471727192401886,0.9554203748703003
0.1449330598115921,0.9564897418022156,0.14633852243423462,0.9553433656692505
0.14380954205989838,0.9566608667373657,0.14554812014102936,0.9548814296722412
0.14310558140277863,0.956472635269165,0.1448878049850464,0.9545734524726868
0.14195318520069122,0.9563785195350647,0.14344088733196259,0.9548814296722412
0.14136724174022675,0.9565410614013672,0.14302633702754974,0.9555743932723999
0.14027591049671173,0.9564641118049622,0.14193633198738098,0.9556513428688049
0.13933198153972626,0.9567292928695679,0.14266054332256317,0.9547274112701416
0.13852354884147644,0.9570457935333252,0.14051124453544617,0.9558053612709045
0.1374983936548233,0.957122802734375,0.13930685818195343,0.9558053612709045
0.13675709068775177,0.9568832516670227,0.1389840692281723,0.9571912288665771
0.13599932193756104,0.957302451133728,0.1378907412290573,0.9554203748703003
0.13514414429664612,0.9569859504699707,0.1382904052734375,0.9558053612709045
0.13447324931621552,0.9571570158004761,0.13599690794944763,0.9554973840713501
0.1339879184961319,0.9569944739341736,0.13583602011203766,0.9554973840713501
0.13329364359378815,0.9573965668678284,0.13533151149749756,0.9563443064689636
0.13297179341316223,0.9572768211364746,0.13503606617450714,0.9563443064689636
0.13246668875217438,0.957122802734375,0.13309572637081146,0.9565752744674683
0.1318340003490448,0.9574906826019287,0.1335749477148056,0.9560363292694092
0.13152380287647247,0.9572853446006775,0.13418498635292053,0.9551894068717957
0.1308908611536026,0.9575163125991821,0.13216398656368256,0.956113338470459
0.13076914846897125,0.9573880434036255,0.13342329859733582,0.9560363292694092
0.13030250370502472,0.9572511315345764,0.13386093080043793,0.9557283520698547
0.12967924773693085,0.9576617479324341,0.1306024193763733,0.9563443064689636
0.12934374809265137,0.9578157663345337,0.13142293691635132,0.956113338470459
0.12911401689052582,0.9574649930000305,0.13013151288032532,0.9565752744674683
0.12872014939785004,0.9577815532684326,0.13091930747032166,0.9564213156700134
0.1284320056438446,0.9576617479324341,0.1289273053407669,0.957268238067627
0.12806859612464905,0.956943154335022,0.12949612736701965,0.9565752744674683
0.12787160277366638,0.9577387571334839,0.12816570699214935,0.957730233669281
0.12749065458774567,0.9576019048690796,0.13053713738918304,0.9569602608680725
0.12735259532928467,0.9577131271362305,0.1280178725719452,0.9561903476715088
0.12703154981136322,0.9577131271362305,0.1286904513835907,0.9573452472686768
0.12677669525146484,0.957550585269928,0.12771007418632507,0.9573452472686768
0.12649407982826233,0.9576788544654846,0.1276596486568451,0.9569602608680725
0.12628749012947083,0.9576703310012817,0.1275486797094345,0.9568832516670227
0.1260652244091034,0.957550585269928,0.13034111261367798,0.9559593200683594
0.1259787380695343,0.9575248956680298,0.126163512468338,0.957268238067627
0.1256389319896698,0.9573794603347778,0.12864519655704498,0.9556513428688049
0.12557996809482574,0.9579868316650391,0.12668675184249878,0.9565752744674683
0.12508736550807953,0.9579697251319885,0.12623202800750732,0.9576532244682312
0.12499011307954788,0.9577131271362305,0.12704019248485565,0.9574992060661316
0.12480609118938446,0.9577900767326355,0.1260831207036972,0.9581151604652405
0.1249314621090889,0.9577387571334839,0.1264476627111435,0.9571142792701721
0.1246592327952385,0.9582263827323914,0.12457451969385147,0.9581921696662903
0.124266617000103,0.9574564695358276,0.12482723593711853,0.9578841924667358
0.12449000030755997,0.9576019048690796,0.12463638186454773,0.9566522836685181
0.12401214987039566,0.9576788544654846,0.12576888501644135,0.9567292928695679
0.12425536662340164,0.9582948088645935,0.12507423758506775,0.9573452472686768
0.12425249814987183,0.9579184055328369,0.12529981136322021,0.9569602608680725
0.12389002740383148,0.9578157663345337,0.12591131031513214,0.9571142792701721
0.12383545190095901,0.9578841924667358,0.12446565926074982,0.9587311148643494
0.12357913702726364,0.9577216506004333,0.12341977655887604,0.9579612016677856
0.12374277412891388,0.9579868316650391,0.12454535812139511,0.9586541652679443
0.12333440035581589,0.9584488272666931,0.12338408827781677,0.9579612016677856
0.12335565686225891,0.9581408500671387,0.12387168407440186,0.9575762152671814
0.12347102910280228,0.9574393630027771,0.12443196773529053,0.9571142792701721
0.12294158339500427,0.9577815532684326,0.12697604298591614,0.9551894068717957
0.122785285115242,0.9577045440673828,0.12387318909168243,0.9579612016677856
0.1229342445731163,0.9579954147338867,0.1228814572095871,0.9588081240653992
0.12265142798423767,0.9579355120658875,0.1255376636981964,0.9568063020706177
0.12268082797527313,0.9576104283332825,0.12426886707544327,0.9575762152671814
0.12254158407449722,0.9578328728675842,0.12347286939620972,0.9568063020706177
0.1224508062005043,0.9574992060661316,0.12627938389778137,0.9568832516670227
0.12249535322189331,0.9578585624694824,0.12314524501562119,0.957807183265686
0.12214595824480057,0.957807183265686,0.12264889478683472,0.9588081240653992
0.12216569483280182,0.9580895304679871,0.12359029799699783,0.957268238067627
0.12208767235279083,0.9577644467353821,0.1225195899605751,0.9568832516670227
0.12203286588191986,0.957807183265686,0.12229849398136139,0.9579612016677856
0.12215716391801834,0.9580809473991394,0.12304443120956421,0.9574992060661316
0.12193373590707779,0.9576788544654846,0.12294133752584457,0.9573452472686768
0.1218978613615036,0.9576446413993835,0.12294763326644897,0.9581151604652405
0.12181258946657181,0.9577473402023315,0.12217893451452255,0.9581151604652405
0.12182769924402237,0.9577815532684326,0.12238586694002151,0.9575762152671814
0.12158988416194916,0.9579184055328369,0.12303345650434494,0.9574222564697266
0.1217164695262909,0.9577473402023315,0.12376610189676285,0.9573452472686768
0.12143656611442566,0.9577986598014832,0.12447134405374527,0.9578841924667358
0.12150096148252487,0.9576788544654846,0.12202651798725128,0.9584231376647949
0.12132294476032257,0.9582605957984924,0.12142039835453033,0.9576532244682312
0.1214672103524208,0.957730233669281,0.12295739352703094,0.9574992060661316
0.12135526537895203,0.9578157663345337,0.12214622646570206,0.9568832516670227
0.12106085568666458,0.9578927755355835,0.12380232661962509,0.9578841924667358
0.12108611315488815,0.9578670859336853,0.12126653641462326,0.9579612016677856
0.12104205787181854,0.9577216506004333,0.12057892978191376,0.9588081240653992
0.12109942734241486,0.957772970199585,0.12119711935520172,0.9568063020706177
0.12103962153196335,0.9573452472686768,0.12358885258436203,0.9560363292694092
